gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Female,Rural,High School,,1,6,3331.0,More than 1,B,Silver,71976
Female,Urban,High School,9.45,0,2,3952.0,More than 1,A,Platinum,154704
Male,,High School,93.96,1,4,2312.0,More than 1,A,Gold,258240
Male,Urban,High School,6.06,0,5,4696.0,More than 1,A,Silver,64548
Male,Urban,High School,4.57,0,6,5653.0,More than 1,A,Platinum,340620
Female,Urban,High School,4.71,0,7,5251.0,More than 1,A,Silver,164412
Male,Urban,Bachelor,6.06,1,8,0.0,1,B,Silver,38208
Female,Rural,Bachelor,5.26,0,2,0.0,More than 1,A,Platinum,69540
Female,Urban,High School,6.23,1,7,10950.0,More than 1,A,Platinum,65700
Female,Rural,Bachelor,9.42,0,7,,1,B,Silver,50160
Male,Urban,High School,5.23,1,4,0.0,More than 1,B,Platinum,192240
Female,Urban,High School,2.99,1,7,6241.0,More than 1,A,Platinum,296928
Male,Urban,Bachelor,8.67,1,3,4225.0,More than 1,B,Platinum,67464
Female,Urban,Others,5.06,0,1,3713.0,More than 1,A,Platinum,60612
Female,Rural,Bachelor,9.27,1,2,2250.0,1,A,Platinum,32484
Male,Urban,High School,9.67,1,6,4035.0,More than 1,A,Silver,95592
Male,Urban,High School,8.29,1,7,3235.0,More than 1,B,Silver,133956
Female,Urban,High School,49.2,0,3,4583.0,More than 1,A,Silver,105084
Female,Urban,Bachelor,8.11,0,4,5330.0,1,A,Silver,34896
Female,Urban,High School,6.27,0,8,5655.0,More than 1,B,Platinum,47412
Female,Urban,High School,6.16,1,0,12814.0,More than 1,C,Gold,106728
Male,Rural,Bachelor,8.46,1,5,3769.0,More than 1,B,Platinum,99048
Male,,High School,8.78,1,5,0.0,More than 1,A,Platinum,67620
Female,Urban,High School,2.57,1,4,7595.0,More than 1,B,Platinum,108312
Male,Urban,High School,,1,6,3666.0,More than 1,A,Silver,64728
Male,Urban,High School,,1,1,3563.0,1,A,Platinum,34992
Male,Rural,High School,8.14,0,4,0.0,More than 1,B,Gold,33552
Male,Urban,High School,6.03,0,4,10634.0,More than 1,A,Gold,65880
Male,Urban,High School,9.73,1,3,6679.0,More than 1,A,Platinum,362748
Male,Urban,Bachelor,3.8,0,6,9030.0,1,A,Silver,73260
Female,Urban,Bachelor,8.55,0,5,3652.0,1,A,Platinum,34140
Female,Urban,High School,2.76,0,2,9425.0,More than 1,A,Silver,63108
Male,Urban,High School,9.7,0,6,9169.0,More than 1,A,Gold,59352
Female,Urban,Bachelor,8.98,0,6,3818.0,More than 1,A,Platinum,64500
Female,Urban,Bachelor,5.01,1,7,2038.0,More than 1,A,Platinum,103212
Male,Rural,Bachelor,5.73,0,5,,More than 1,B,Platinum,66540
Male,Urban,Bachelor,9.86,0,7,,More than 1,A,Platinum,71700
Female,Rural,Bachelor,29.9,0,6,0.0,More than 1,B,Platinum,64740
Male,Urban,High School,2.81,1,6,4109.0,1,C,Platinum,33492
Male,,Bachelor,6.11,0,1,0.0,1,B,Silver,35724
Female,Urban,Bachelor,7.15,0,6,9424.0,More than 1,A,Platinum,95964
Female,Urban,Bachelor,7.11,1,5,6025.0,More than 1,A,Platinum,357360
Female,Rural,Bachelor,5.61,1,6,,More than 1,A,Platinum,60756
Female,Urban,High School,6.44,1,6,6842.0,1,A,Platinum,228036
Male,Rural,Bachelor,8.6,1,5,4005.0,1,A,Platinum,34512
Male,Rural,Bachelor,3.61,0,7,,More than 1,B,Silver,73428
Female,Urban,Bachelor,40.68,0,7,9409.0,More than 1,A,Gold,415032
Male,Urban,Bachelor,79.52,1,6,26498.0,More than 1,B,Gold,65592
Male,Urban,High School,6.09,0,8,15145.0,More than 1,B,Gold,92412
Female,Rural,High School,3.55,0,8,2370.0,More than 1,B,Platinum,105936
Male,Urban,High School,54.54,1,3,0.0,1,A,Platinum,33948
Female,Rural,High School,,1,5,3062.0,1,B,Silver,38184
Male,Urban,High School,5.83,1,5,4320.0,1,A,Gold,34368
Female,Rural,High School,4.88,0,7,0.0,More than 1,B,Platinum,70272
Female,Urban,Bachelor,4.42,0,6,9164.0,More than 1,A,Gold,133656
Male,Rural,High School,8.86,0,4,0.0,More than 1,A,Gold,99012
Female,Urban,Bachelor,,1,5,3521.0,More than 1,A,Gold,60756
Male,Urban,High School,9.78,0,2,4310.0,More than 1,C,Silver,166920
Female,Rural,Bachelor,5.22,1,7,0.0,More than 1,C,Platinum,62304
Male,Urban,Bachelor,9.05,0,6,6080.0,1,A,Platinum,33420
Male,Urban,High School,42.21,1,8,,More than 1,A,Platinum,223908
Male,Urban,High School,7.08,1,3,,More than 1,A,Platinum,64488
Male,,High School,6.57,1,2,14698.0,More than 1,A,Platinum,172260
Female,Rural,Bachelor,9.74,0,1,0.0,More than 1,A,Silver,62940
Female,,Bachelor,6.99,1,6,2619.0,More than 1,A,Silver,104520
Female,Urban,Bachelor,4.26,1,7,,1,A,Gold,55848
Male,Urban,High School,7.12,1,6,2400.0,1,B,Gold,35184
Male,Rural,Bachelor,6.38,0,6,2353.0,More than 1,A,Platinum,76440
Female,Urban,High School,6.1,0,5,3182.0,1,A,Silver,32580
Male,Urban,Bachelor,5.59,1,7,5392.0,More than 1,A,Silver,69912
Male,Urban,Bachelor,,0,7,5972.0,More than 1,A,Silver,56592
Male,Urban,High School,11.18,1,7,2463.0,1,B,Platinum,50268
Male,Urban,Bachelor,7.11,1,5,6696.0,More than 1,A,Gold,86544
Male,Rural,Bachelor,7.75,1,0,0.0,1,B,Silver,32148
Female,Rural,High School,49.14,1,8,3050.0,More than 1,A,Platinum,105660
Male,Urban,High School,2.34,0,0,2893.0,More than 1,B,Platinum,98472
Female,,High School,3.58,1,6,3618.0,More than 1,A,Gold,101028
Female,Urban,High School,8.01,1,6,3866.0,More than 1,B,Gold,97752
Female,Rural,Others,55.38,1,7,3052.0,More than 1,,Silver,559164
Female,Urban,Bachelor,6.62,1,2,3781.0,More than 1,B,Silver,167028
Male,Urban,Bachelor,5.23,1,6,4578.0,1,B,Platinum,33024
Male,Urban,Bachelor,5.3,1,3,3362.0,More than 1,B,Platinum,401100
Male,Rural,High School,53.03,0,6,0.0,More than 1,B,Silver,170064
Male,Urban,High School,4.6,0,2,10275.0,More than 1,A,Silver,285636
Female,Urban,High School,2.5,0,6,5250.0,1,A,Silver,31032
Female,Urban,Bachelor,5.38,1,2,6346.0,More than 1,B,Platinum,64824
Male,,High School,4.67,1,6,,More than 1,B,Gold,261084
Male,Rural,Bachelor,38.78,0,7,0.0,1,B,Gold,98232
Female,Urban,High School,3.96,1,6,5171.0,1,A,Silver,33384
Male,Urban,High School,73.94,1,3,6750.0,1,B,Gold,37692
Female,Urban,High School,4.69,0,6,10641.0,More than 1,B,Gold,57516
Male,Urban,High School,6.58,1,8,6877.0,More than 1,B,Silver,321408
Male,Urban,Bachelor,7.82,1,6,2785.0,More than 1,A,Gold,108600
Male,Urban,Bachelor,4.51,0,5,6248.0,More than 1,C,Gold,63612
Male,Rural,High School,6.52,0,4,0.0,More than 1,A,Platinum,99420
Male,Urban,High School,5.28,1,0,0.0,1,A,Platinum,48072
Female,Urban,High School,8.67,1,6,6417.0,1,A,Platinum,49596
Female,Urban,High School,5.23,1,8,0.0,More than 1,A,Platinum,50796
Female,Urban,High School,6.78,1,7,,More than 1,A,Silver,104904
Female,Urban,High School,9.86,0,6,4048.0,More than 1,A,Platinum,148800
Female,Urban,High School,8.55,0,7,6220.0,More than 1,A,Silver,514104
Female,Urban,High School,8.24,0,6,2851.0,More than 1,C,Platinum,104520
Male,Urban,High School,7.49,0,2,3676.0,More than 1,A,Gold,103932
Male,Urban,High School,13.9,0,7,7992.0,More than 1,C,Platinum,286668
Female,Urban,High School,2.35,0,0,6312.0,More than 1,C,Gold,53640
Female,Urban,Bachelor,9.2,1,4,2699.0,1,A,Platinum,68100
Female,Urban,High School,6.63,0,8,0.0,1,A,Silver,32016
Male,Urban,High School,4.31,0,6,5277.0,More than 1,A,Gold,154860
Male,Urban,High School,6.11,1,3,10671.0,More than 1,A,Silver,65256
Male,Urban,High School,3.49,1,6,6644.0,1,A,Gold,66636
Male,Urban,High School,26.35,1,7,2153.0,More than 1,B,Gold,65460
Male,Urban,Bachelor,1.42,0,6,8962.0,More than 1,,Gold,59016
Female,Urban,High School,2.81,0,3,3758.0,More than 1,A,Silver,115560
Male,Urban,High School,6.62,0,6,0.0,More than 1,A,Platinum,32124
Male,Urban,Bachelor,3.48,1,4,4015.0,More than 1,A,Platinum,107112
Male,Urban,Bachelor,7.64,1,5,4335.0,More than 1,,Platinum,64716
Female,Rural,Bachelor,99.49,1,4,0.0,1,A,Silver,49560
Female,Urban,High School,6.06,0,6,,More than 1,C,Platinum,100848
Female,Urban,Others,9.0,1,2,5418.0,1,A,Platinum,33924
Male,Urban,High School,,1,2,2940.0,1,A,Silver,32520
Male,Urban,Bachelor,4.31,0,0,2076.0,1,B,Silver,57180
Female,Urban,Bachelor,2.02,0,5,5916.0,1,A,Platinum,59436
Female,Urban,High School,8.82,1,7,0.0,More than 1,C,Platinum,67512
Male,Urban,Bachelor,61.28,1,4,3658.0,1,A,Platinum,37812
Male,Rural,Bachelor,95.73,1,0,2696.0,More than 1,B,Platinum,57936
Female,Urban,Bachelor,8.61,1,6,4076.0,More than 1,A,Silver,199212
Female,Urban,High School,9.64,1,7,0.0,1,,Silver,53844
Male,Urban,High School,9.59,0,0,4169.0,More than 1,A,Silver,66924
Male,Urban,Bachelor,2.17,1,6,0.0,1,C,Silver,29124
Female,Urban,High School,46.14,1,3,5215.0,1,A,Platinum,48168
Male,Rural,Bachelor,7.3,1,4,2624.0,More than 1,,Platinum,63276
Female,Urban,Bachelor,6.24,1,6,3733.0,More than 1,A,Gold,63504
Female,Urban,High School,26.31,0,5,9663.0,More than 1,A,Platinum,66192
Female,Urban,Bachelor,7.81,0,7,3724.0,More than 1,A,Platinum,55656
Male,Urban,High School,5.75,1,4,0.0,More than 1,B,Platinum,58848
Male,Urban,High School,9.8,0,1,11583.0,More than 1,,Silver,430620
Male,Urban,High School,2.65,1,6,4804.0,More than 1,B,Platinum,62880
Male,Rural,High School,82.13,1,6,0.0,More than 1,A,Platinum,63528
Male,Urban,High School,7.85,1,8,4745.0,More than 1,A,Gold,102876
Male,Urban,Bachelor,5.21,0,4,7595.0,More than 1,A,Platinum,151848
Female,Urban,Bachelor,3.06,1,7,7620.0,More than 1,B,Platinum,118560
Female,Urban,Bachelor,9.36,0,5,8987.0,More than 1,B,Silver,98064
Male,Rural,High School,6.92,1,6,,More than 1,B,Silver,111900
Female,Urban,Bachelor,7.86,0,2,15607.0,More than 1,C,Silver,252072
Female,Rural,High School,8.64,0,0,5794.0,More than 1,A,Platinum,103428
Male,,Bachelor,7.35,1,2,2585.0,More than 1,C,Silver,103764
Male,,High School,6.89,1,5,2698.0,1,A,Gold,38448
Male,Rural,Bachelor,6.06,1,5,0.0,1,A,Gold,33624
Female,Urban,Others,2.6,0,7,8160.0,More than 1,B,Silver,72876
Male,Urban,Bachelor,90.42,0,8,3772.0,More than 1,B,Platinum,65448
Male,Rural,Bachelor,7.21,1,6,0.0,1,A,Platinum,43044
Male,Rural,Bachelor,6.9,1,5,2619.0,More than 1,C,Gold,67260
Male,Urban,High School,1.21,0,1,9164.0,More than 1,A,Gold,125208
Female,Urban,Others,9.2,0,7,4826.0,1,A,Gold,36072
Male,Urban,High School,8.31,0,2,6467.0,More than 1,B,Gold,56100
Male,Urban,High School,5.48,0,2,,More than 1,B,Platinum,69756
Female,Urban,High School,,1,4,12755.0,More than 1,C,Silver,541608
Female,Urban,High School,4.94,0,5,3686.0,More than 1,A,Platinum,66768
Male,,High School,9.39,1,0,3365.0,More than 1,A,Platinum,117288
Female,Urban,Bachelor,91.71,1,6,6054.0,More than 1,B,Silver,72324
Male,Urban,High School,29.87,0,3,12307.0,More than 1,A,Platinum,309660
Male,Urban,Bachelor,8.95,1,6,6061.0,1,A,Gold,47688
Female,Urban,High School,9.19,1,4,3737.0,More than 1,A,Gold,438096
Male,Urban,Bachelor,4.69,0,5,5772.0,1,A,Gold,30504
Male,Urban,Bachelor,4.33,0,1,2644.0,1,B,Silver,30156
Male,Urban,Bachelor,7.09,1,5,2916.0,More than 1,A,Platinum,106488
Male,Rural,High School,7.9,1,5,2262.0,More than 1,A,Gold,51504
Female,Urban,Bachelor,,0,4,4632.0,1,,Platinum,31548
Female,Rural,High School,5.32,1,6,0.0,More than 1,A,Silver,30384
Male,Rural,High School,7.35,1,6,0.0,More than 1,C,Platinum,77424
Male,Urban,Bachelor,6.97,1,8,5707.0,More than 1,A,Silver,498900
Female,Urban,High School,3.08,1,4,6714.0,More than 1,A,Gold,60000
Female,,High School,5.11,1,2,0.0,1,A,Silver,49140
Female,,High School,8.84,0,2,10120.0,More than 1,A,Platinum,102444
Female,Rural,High School,33.71,0,2,2390.0,1,B,Platinum,57156
Male,Urban,Bachelor,9.68,0,6,6061.0,More than 1,B,Gold,74064
Female,Urban,Bachelor,9.82,1,1,2001.0,1,,Silver,57660
Male,Urban,High School,9.37,1,3,9936.0,1,A,Silver,32292
Female,Rural,Bachelor,11.16,0,5,,More than 1,B,Gold,251844
Female,Urban,High School,0.83,1,4,5248.0,More than 1,A,Platinum,305400
Female,Rural,Others,7.23,0,3,5316.0,More than 1,A,Silver,98364
Male,Urban,High School,4.27,0,7,12109.0,1,A,Platinum,57816
Female,Urban,Bachelor,85.17,1,4,0.0,More than 1,B,Silver,66756
Male,Urban,Bachelor,9.61,1,7,7060.0,More than 1,A,Platinum,67104
Male,Rural,Bachelor,9.68,0,2,,More than 1,A,Platinum,99552
Male,Rural,Bachelor,5.98,0,4,0.0,More than 1,A,Gold,70800
Male,Urban,High School,9.29,0,1,3367.0,More than 1,A,Gold,94788
Male,Urban,Bachelor,4.57,1,2,2458.0,1,C,Gold,122904
Female,Urban,Bachelor,4.88,1,4,0.0,More than 1,C,Platinum,66528
Female,Rural,High School,,0,2,3787.0,More than 1,A,Gold,104460
Male,Urban,High School,8.54,0,7,5281.0,1,C,Platinum,52824
Female,,Bachelor,3.97,1,6,3867.0,More than 1,,Silver,63648
Male,Rural,Others,7.32,1,5,2718.0,More than 1,,Platinum,59844
Male,Urban,High School,6.31,1,6,6409.0,More than 1,C,Gold,92904
Female,Rural,High School,7.31,0,5,2752.0,More than 1,B,Platinum,64776
Female,Rural,Bachelor,6.21,1,2,0.0,1,C,Gold,33624
Male,Urban,High School,8.65,1,3,0.0,1,A,Gold,36516
Female,Rural,High School,8.13,1,3,0.0,1,A,Platinum,43656
Male,Urban,High School,7.19,1,6,3544.0,More than 1,A,Gold,95580
Male,Rural,Bachelor,4.82,1,2,6298.0,More than 1,B,Silver,74496
Male,Urban,High School,5.99,1,0,4779.0,More than 1,A,Silver,100872
Male,Urban,High School,43.64,0,2,8452.0,More than 1,B,Platinum,88272
Male,Rural,High School,7.34,0,6,2151.0,1,B,Silver,66660
Female,Urban,High School,6.11,1,7,6147.0,More than 1,A,Gold,56808
Male,Rural,Bachelor,67.42,0,7,6958.0,More than 1,B,Gold,273552
Female,Urban,High School,6.13,0,5,2424.0,1,B,Platinum,30072
Male,Urban,Bachelor,7.52,0,5,4286.0,1,B,Platinum,48576
Male,Urban,Bachelor,,0,2,10524.0,More than 1,A,Silver,167532
Female,Urban,High School,6.93,1,1,5111.0,1,B,Silver,36264
Male,Urban,High School,2.58,1,6,12043.0,More than 1,A,Platinum,165672
Male,Urban,High School,7.5,1,4,4335.0,1,C,Platinum,49392
Male,Urban,High School,61.0,0,4,4521.0,More than 1,A,Platinum,90108
Female,Urban,High School,55.0,1,3,6058.0,More than 1,A,Platinum,70860
Female,Urban,Bachelor,7.0,0,2,,1,A,Platinum,40404
Male,Urban,High School,4.95,1,4,6890.0,1,A,Platinum,32796
Female,Urban,High School,6.22,0,4,11147.0,1,A,Silver,37632
Male,Urban,High School,0.47,1,7,9123.0,More than 1,A,Platinum,102660
Male,Urban,High School,9.71,0,6,6051.0,More than 1,A,Platinum,57048
Male,Urban,High School,8.87,1,2,5707.0,More than 1,A,Platinum,57768
Male,Rural,Bachelor,6.87,0,8,0.0,1,A,Platinum,39240
Male,Rural,High School,8.12,1,1,3838.0,More than 1,C,Platinum,98904
Female,Urban,High School,3.51,0,5,10541.0,More than 1,A,Platinum,314016
Female,Rural,Bachelor,5.28,0,6,0.0,More than 1,C,Platinum,84300
Male,Rural,Bachelor,,1,4,0.0,1,A,Platinum,60084
Female,Urban,High School,5.31,1,4,2244.0,More than 1,A,Platinum,253404
Female,Urban,High School,4.23,1,1,14746.0,More than 1,C,Platinum,198684
Male,Urban,High School,6.48,0,4,5048.0,1,A,Silver,35388
Female,Urban,Bachelor,4.15,1,2,11188.0,More than 1,A,Platinum,171564
Male,Urban,Bachelor,3.02,1,2,6591.0,More than 1,A,Silver,299352
Male,Urban,High School,2.24,0,6,6070.0,More than 1,A,Gold,99228
Male,Rural,High School,8.71,1,4,4739.0,More than 1,A,Platinum,71508
Male,Urban,Bachelor,9.09,0,3,2613.0,More than 1,A,Silver,168264
Female,Urban,High School,57.7,1,5,6415.0,More than 1,A,Platinum,388368
Female,Urban,High School,59.05,1,0,2949.0,More than 1,B,Gold,66888
Female,Rural,High School,5.73,1,2,4756.0,More than 1,C,Platinum,90120
Male,Rural,Bachelor,9.73,1,6,0.0,1,B,Silver,36216
Male,Urban,Bachelor,3.06,0,6,0.0,More than 1,B,Platinum,66528
Female,Rural,High School,93.42,1,8,2311.0,More than 1,A,Platinum,65004
Female,Urban,High School,3.33,1,6,3942.0,More than 1,A,Gold,69420
Female,Rural,Bachelor,5.23,1,8,0.0,1,B,Gold,66492
Male,Urban,High School,2.45,1,4,2092.0,More than 1,B,Gold,85992
Male,Urban,Bachelor,8.91,0,0,0.0,1,C,Platinum,58224
Male,Urban,High School,6.71,0,2,5754.0,More than 1,B,Gold,67716
Female,,High School,9.82,1,5,4051.0,1,,Gold,65952
Male,Urban,Bachelor,8.0,0,7,4118.0,More than 1,,Platinum,32736
Male,Urban,Bachelor,,1,6,4322.0,1,A,Gold,67116
Female,Urban,High School,2.18,0,4,6042.0,1,A,Gold,32592
Male,Urban,Bachelor,3.15,1,4,0.0,1,C,Silver,35112
Male,Urban,Bachelor,4.86,0,5,6272.0,1,A,Platinum,33576
Male,Urban,Bachelor,6.74,0,4,6021.0,More than 1,A,Platinum,73776
Male,Urban,High School,4.63,1,1,3638.0,More than 1,,Silver,36288
Male,Rural,Bachelor,,0,6,2248.0,1,B,Platinum,68616
Male,Urban,Bachelor,52.66,0,4,,More than 1,A,Platinum,99696
Male,Urban,High School,4.35,1,5,7697.0,1,A,Platinum,60204
Male,Urban,Bachelor,3.21,1,8,,More than 1,A,Platinum,590268
Male,Urban,High School,2.72,1,7,8952.0,More than 1,C,Silver,67776
Male,Urban,Bachelor,5.72,1,6,13857.0,More than 1,,Gold,91056
Female,Urban,Bachelor,5.38,1,8,0.0,1,B,Silver,39108
Male,Urban,High School,,0,2,6006.0,1,B,Silver,30384
Female,Urban,Bachelor,,0,5,3757.0,More than 1,B,Gold,71016
Male,Urban,High School,7.28,1,6,3510.0,1,B,Silver,31020
Male,Urban,Bachelor,77.41,0,7,4053.0,More than 1,A,Silver,104820
Female,Rural,Bachelor,7.47,0,6,0.0,More than 1,B,Silver,65964
Male,Urban,Bachelor,4.88,0,8,6380.0,More than 1,A,Platinum,67656
Female,Rural,Bachelor,2.3,1,2,0.0,More than 1,,Silver,107220
Male,Rural,High School,8.86,1,7,0.0,More than 1,A,Silver,116196
Male,Urban,Bachelor,44.29,1,8,6657.0,More than 1,A,Platinum,265560
Male,Rural,Bachelor,2.67,1,7,10004.0,More than 1,A,Platinum,70800
Male,Rural,High School,5.92,0,5,2058.0,1,A,Platinum,46944
Female,Rural,High School,,0,3,3623.0,More than 1,A,Platinum,111048
Female,Urban,High School,2.12,0,6,6111.0,More than 1,B,Silver,59136
Female,Rural,High School,9.53,1,0,4547.0,More than 1,A,Platinum,68916
Female,Rural,High School,9.58,0,5,2730.0,More than 1,B,Platinum,65604
Male,Urban,Bachelor,6.58,1,6,24532.0,More than 1,A,Gold,61836
Female,Urban,Bachelor,65.07,1,4,4911.0,More than 1,A,Gold,124440
Female,Rural,Bachelor,35.3,1,0,2542.0,1,B,Silver,35100
Male,Rural,Bachelor,7.82,1,1,0.0,More than 1,B,Gold,40236
Male,Urban,High School,7.71,0,3,5706.0,More than 1,A,Platinum,77028
Female,Urban,High School,3.18,1,8,4456.0,More than 1,A,Silver,101316
Female,Urban,High School,9.61,1,1,9945.0,1,A,Platinum,32160
Male,Urban,High School,3.14,0,8,9200.0,More than 1,A,Silver,388272
Male,Urban,High School,2.9,0,6,15365.0,More than 1,A,Platinum,207132
Male,Urban,Bachelor,43.26,0,3,2271.0,More than 1,A,Gold,119196
Male,Urban,High School,1.23,1,3,6912.0,More than 1,A,Silver,68628
Male,Urban,High School,4.74,1,8,6500.0,More than 1,B,Platinum,191580
Male,Urban,Bachelor,,1,2,4538.0,1,A,Gold,33888
Male,Urban,High School,2.27,1,4,5234.0,1,B,Silver,39192
Female,Urban,Others,8.23,1,7,3564.0,More than 1,B,Platinum,60468
Male,Urban,High School,,0,0,6349.0,More than 1,A,Silver,98160
Female,Rural,Bachelor,4.54,0,4,0.0,More than 1,B,Gold,77412
Male,Urban,Bachelor,7.51,1,6,2163.0,1,A,Silver,45564
Male,Urban,High School,50.47,1,1,5516.0,1,A,Platinum,37032
Male,Urban,Others,8.84,0,1,5454.0,More than 1,A,Gold,124488
Female,Rural,High School,9.35,0,6,0.0,1,A,Platinum,32856
Female,Rural,High School,9.73,0,3,0.0,More than 1,B,Gold,94524
Male,Urban,High School,89.74,1,7,5236.0,More than 1,A,Platinum,57804
Female,Urban,Others,4.54,1,5,3499.0,More than 1,A,Platinum,63300
Male,,Bachelor,69.94,1,7,10515.0,More than 1,A,Silver,114732
Male,Rural,High School,9.41,1,6,0.0,1,A,Platinum,26916
Male,Urban,Others,4.91,0,5,6856.0,More than 1,A,Gold,275376
Male,Urban,High School,3.02,1,1,13346.0,More than 1,B,Platinum,146772
Male,Urban,Bachelor,3.62,0,8,10637.0,More than 1,B,Silver,116304
Male,Rural,High School,6.24,0,8,6256.0,More than 1,A,Platinum,45072
Male,Urban,High School,5.21,0,3,6343.0,More than 1,A,Silver,100392
Male,Urban,High School,6.64,1,8,9683.0,More than 1,A,Platinum,65088
Female,Urban,Bachelor,2.53,1,1,10356.0,More than 1,A,Silver,196284
Male,Rural,Bachelor,8.7,1,6,6282.0,More than 1,B,Platinum,102240
Female,Urban,High School,9.92,0,1,10241.0,More than 1,A,Platinum,163572
Female,Urban,High School,2.86,0,0,3824.0,More than 1,,Platinum,68448
Female,,High School,5.63,1,4,0.0,1,A,Gold,67452
Female,Urban,Bachelor,3.24,0,0,3972.0,More than 1,A,Platinum,67032
Male,Urban,Bachelor,5.01,0,5,5700.0,More than 1,A,Silver,71268
Male,Urban,High School,2.92,0,2,6582.0,More than 1,A,Gold,223656
Female,Urban,High School,4.01,0,6,4017.0,More than 1,A,Platinum,274068
Male,Urban,Bachelor,2.97,0,8,18183.0,More than 1,B,Silver,474756
Male,Urban,High School,,0,6,6991.0,More than 1,B,Platinum,77544
Female,Urban,High School,4.87,1,8,4087.0,More than 1,B,Gold,457512
Female,Urban,Others,9.99,1,6,9910.0,More than 1,A,Platinum,34452
Female,Rural,Bachelor,35.51,1,8,,More than 1,A,Gold,158436
Male,Rural,Bachelor,9.65,1,5,3549.0,More than 1,B,Platinum,87480
Male,Rural,High School,8.7,0,4,5869.0,1,B,Silver,49296
Male,Rural,Bachelor,3.18,1,1,2204.0,1,A,Platinum,68400
Male,Urban,Bachelor,5.64,0,4,4031.0,1,A,Silver,46656
Female,Urban,High School,3.5,0,8,5555.0,More than 1,A,Platinum,65424
Male,Rural,High School,6.82,0,6,4729.0,1,A,Silver,33228
Male,Urban,Others,8.06,1,7,4798.0,1,C,Gold,48840
Male,Rural,Others,,1,1,7709.0,More than 1,B,Silver,426012
Female,Urban,Bachelor,3.44,0,5,5397.0,More than 1,B,Gold,102348
Female,Urban,Others,8.0,1,6,3572.0,More than 1,A,Gold,64188
Female,Rural,Bachelor,7.15,1,5,,More than 1,B,Platinum,64188
Male,Urban,Bachelor,6.62,1,0,,More than 1,B,Platinum,85392
Male,Urban,High School,9.66,1,4,0.0,1,A,Gold,31200
Female,Urban,High School,9.72,1,5,9969.0,More than 1,A,Platinum,87276
Male,Urban,High School,,1,6,3838.0,More than 1,B,Platinum,166776
Female,Urban,Bachelor,4.96,1,5,5273.0,More than 1,A,Platinum,106464
Female,Urban,High School,7.0,0,0,0.0,1,B,Silver,31068
Male,Urban,High School,9.07,0,4,7392.0,More than 1,B,Platinum,73704
Male,Rural,Bachelor,7.45,1,5,6119.0,More than 1,A,Gold,32784
Female,Urban,Bachelor,6.55,0,5,,More than 1,A,Platinum,65640
Male,Urban,Bachelor,8.38,0,2,5918.0,More than 1,A,Platinum,73104
Female,Rural,High School,7.77,1,5,0.0,More than 1,A,Platinum,55908
Female,Urban,High School,,1,6,,More than 1,C,Silver,115644
Male,Rural,Bachelor,5.47,0,2,2118.0,1,B,Platinum,54996
Male,Urban,High School,4.6,1,7,,More than 1,C,Silver,65424
Male,Rural,High School,7.44,1,8,2933.0,More than 1,C,Platinum,68220
Male,Urban,Bachelor,45.29,0,5,13455.0,More than 1,A,Gold,74028
Female,Rural,Bachelor,8.22,1,4,2787.0,More than 1,A,Platinum,99504
Female,Urban,High School,9.0,1,5,3835.0,More than 1,A,Silver,69660
Female,Urban,Bachelor,2.35,0,6,5580.0,More than 1,A,Platinum,187392
Male,Urban,Bachelor,7.56,1,8,2130.0,More than 1,A,Platinum,58188
Male,Rural,High School,7.0,1,5,0.0,More than 1,A,Platinum,63036
Male,Urban,Bachelor,3.32,1,7,3071.0,More than 1,A,Gold,91632
Female,Urban,Bachelor,29.49,1,3,4123.0,1,A,Platinum,30192
Male,Urban,Bachelor,8.47,1,5,3816.0,1,A,Gold,32064
Female,Urban,High School,2.52,1,5,3499.0,More than 1,A,Platinum,297540
Female,Rural,High School,,1,4,0.0,More than 1,B,Gold,62532
Male,Urban,Others,6.22,1,4,3678.0,1,A,Platinum,34176
Male,Urban,Bachelor,4.54,1,4,5245.0,More than 1,,Platinum,118164
Male,Rural,High School,5.28,0,7,0.0,More than 1,B,Gold,63624
Male,Urban,High School,3.02,1,8,7978.0,1,C,Gold,32928
Female,Rural,High School,,0,7,0.0,More than 1,B,Silver,191364
Female,Rural,Bachelor,72.18,1,4,0.0,1,B,Platinum,74424
Male,Rural,Bachelor,6.01,0,7,0.0,More than 1,A,Platinum,91896
Female,Urban,Bachelor,3.72,0,7,2454.0,More than 1,A,Platinum,134184
Female,Urban,Bachelor,9.24,1,4,9920.0,More than 1,A,Platinum,87276
Female,,High School,89.54,1,8,3363.0,More than 1,A,Platinum,64704
Female,Urban,Bachelor,28.11,1,4,3750.0,More than 1,A,Platinum,110004
Female,Urban,High School,4.73,1,2,4665.0,More than 1,A,Gold,57204
Male,Urban,High School,76.75,1,2,5815.0,More than 1,A,Gold,84048
Female,,Bachelor,12.4,1,5,2817.0,More than 1,A,Silver,366192
Male,Urban,High School,8.39,1,2,3531.0,More than 1,A,Silver,76800
Female,Urban,Bachelor,,0,5,,More than 1,A,Platinum,106824
Male,Rural,High School,8.45,1,7,0.0,More than 1,A,Platinum,101544
Female,Urban,Bachelor,,1,7,7353.0,More than 1,A,Silver,108240
Female,Urban,High School,2.35,1,5,5976.0,1,A,Silver,62220
Female,Urban,High School,7.35,0,4,6077.0,1,,Silver,32556
